arrival_date,lat,lon,horizontal_accuracy
1609406420,45.43562969350651,9.244362363360024,22.625230766221094
1609406427,45.43531224115369,9.24469933929833,65
1609406427,45.435312202273096,9.244698272028423,65
1609406498,45.434814014370524,9.244833321831202,65
1609406510,45.43527386596651,9.244502351313772,65
1609407785,45.43511321036067,9.243896422519217,65
1609407785,45.43511512326883,9.243899033098154,65
1609407785,45.43512081675213,9.24390786820467,65
1609408206,45.42329612909635,9.290376660240392,45.31061642704118
1609408333,45.43385549933972,9.289178253198576,23.732032661525267
1609408528,45.45141778640016,9.28793168329024,65
1609408559,45.45165012162547,9.286852006464889,65
1609408631,45.45144597923808,9.288017505691716,63.446921126946776
1609408638,45.451470739925846,9.287820771539177,69.97371045204964
1609408638,45.451477182844776,9.287775719838251,70.10713102505775
1609408638,45.45147280323963,9.287806348822798,69.97371045204964
1609408681,45.45148106237768,9.287751172490182,72.25425153070194
1609408748,45.452543392418946,9.288466547419468,19.17530065953887
1609408765,45.45248411975686,9.28882868304227,15.462569775458986
1609408775,45.45248411975686,9.28882868304227,15.462569775458986
1609408995,45.4568797954638,9.291122743167865,37.737850679403415
1609409001,45.45696275588529,9.291012735083767,20.66715207907707
1609409009,45.45696275588529,9.291012735083767,20.66715207907707
1609410265,45.469612894952434,9.29010116038032,89.39431395746502
1609410266,45.46961971250022,9.290089806028618,89.23254560055062
1609410266,45.46961971250022,9.290089806028618,89.23254560055062
1609410304,45.46873288892804,9.287704507693492,128.15351219996634
1609410304,45.46873769949125,9.287722114592002,128.15351219996634
1609410304,45.468731168611626,9.287697691348962,128.15351219996634
1609410305,45.469184613804536,9.288836701147195,129.74680962924873
1609410387,45.466226049714976,9.28755619408842,65
1609410712,45.45830839979373,9.285853380905792,27.586462850670944
1609410717,45.45824144288446,9.285814649770924,65
1609410927,45.45336073428224,9.285580784430293,37.997988843983656
1609411016,45.45237420024208,9.28878978456609,65
1609411019,45.45237108976881,9.28883192856969,65
1609411121,45.45163187792147,9.28668734314514,65
1609411136,45.45145929941807,9.287905738524577,72.67932794281023
1609411200,45.45163022785723,9.28669286375911,65
1609411200,45.451626651083714,9.286718076172354,65
1609411274,45.451632629419336,9.286676283685255,65
1609411409,45.44445240880177,9.287604302404818,65
1609411420,45.443911462857415,9.287750097401425,65
1609411420,45.44391041451133,9.287750974732624,65
1609411420,45.44391602754792,9.287747859995184,65
1609411425,45.44389923418823,9.28773305940767,65
1609411428,45.44320342784271,9.287573241022237,65
1609411428,45.44320342784271,9.287573241022237,65
1609411428,45.44293806697458,9.287524765253995,65
1609411478,45.43745761091315,9.288794026269048,65
1609411478,45.437458558666314,9.288798263636245,65
1609411478,45.43745511281072,9.288794772545378,65
1609411490,45.436360547488164,9.28896177248848,65
1609411490,45.43636532519697,9.288960283510352,65
1609411509,45.434065856075215,9.289365136845463,65
1609411524,45.43252242945,9.28908312496132,65
1609411524,45.432520775246566,9.289083509587632,65
1609411524,45.432519733784304,9.28908572860706,65
1609411534,45.43263889413586,9.289161166821575,65
1609411535,45.43223197217966,9.288783944307436,65
1609411535,45.432233677362134,9.28878595980977,65
1609411593,45.42759082233559,9.288610458015555,65
1609411937,45.435204629807714,9.256793653570274,41.11327966977153
1609411997,45.4362984478994,9.24717619766314,65
1609412153,45.43493313480704,9.244250530358757,65
1609412161,45.43519050313368,9.24446880436916,65
1609412422,45.43616876522224,9.244051591822945,65
1609412422,45.43616834811881,9.244051703488461,65
1609412431,45.436170680581135,9.244051700904077,65
1609412481,45.43589093932989,9.244086163838082,21.9001720857246
1609418989,45.435911501156056,9.244087765747603,65
1609418994,45.435911501156056,9.244087765747603,65
1609422360,45.43546228716337,9.243323460928544,65
1609422475,45.43471810580162,9.241437463331177,25.957450265845807
1609422475,45.43471810580162,9.241437463331177,25.957450265845807
1609422477,45.434044883357195,9.242879112806166,112.62475407371363
1609422478,45.43421948373251,9.242302371455692,76.54503450033253
1609422486,45.4346748262856,9.241783940742911,65
1609422486,45.43467964832529,9.24178177535213,65
1609422500,45.43483634472652,9.241205779661234,65
1609422796,45.437202451611405,9.242683021885208,65
1609422901,45.4376199671551,9.243392846365888,65
1609422968,45.436642414342316,9.24286015583159,65
1609423267,45.43447924461431,9.241256237966958,65
1609423278,45.43479803841385,9.242087182078532,65
1609423481,45.43585162966908,9.244020664342846,65
1609424784,45.435714527870495,9.244259490545288,65
1609424786,45.435714527870495,9.244259490545288,65
